id,status,asset_type,chapter_number,chapter_title,paragraph_index,placeholder,nearby_context,prompt,manual_input_required,notes
ASSET-049,ready_for_generation,hero_image,7,Exploring Sa Pa Town,533,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Plan frequent café breaks and avoid steep uphill walks when possible. | CHAPTER 7 – Block 1B,"Vietnam Adventure 2026 travel handbook. Context: Chapter 7: Exploring Sa Pa Town. Nearby handbook content: Senior-Friendly Advice | Plan frequent café breaks and avoid steep uphill walks when possible. | CHAPTER 7 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-050,ready_for_generation,hero_image,7,Exploring Sa Pa Town,549,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Schedule café breaks and avoid extended uphill walks without rest. | CHAPTER 7 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 7: Exploring Sa Pa Town. Nearby handbook content: Senior-Friendly Advice | Schedule café breaks and avoid extended uphill walks without rest. | CHAPTER 7 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-051,ready_for_generation,hero_image,7,Exploring Sa Pa Town,569,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Walking between attractions minimizes transportation costs. | CHAPTER 7 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 7: Exploring Sa Pa Town. Nearby handbook content: Budget Tip | Walking between attractions minimizes transportation costs. | CHAPTER 7 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-052,ready_for_generation,hero_image,8,Fansipan – The Roof of Indochina,607,[Hero Image Placeholder – Full-width chapter opener],"CHAPTER 8 | Fansipan – The Roof of Indochina | ""Reach the highest point in Indochina with comfort, preparation, and unforgettable views.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 8: Fansipan – The Roof of Indochina. Nearby handbook content: CHAPTER 8 | Fansipan – The Roof of Indochina | ""Reach the highest point in Indochina with comfort, preparation, and unforgettable views."". Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-053,ready_for_generation,navigation_panel,8,Fansipan – The Roof of Indochina,611,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"Fansipan – The Roof of Indochina | ""Reach the highest point in Indochina with comfort, preparation, and unforgettable views."" | Editor's Introduction","Vietnam Adventure 2026 travel handbook. Context: Chapter 8: Fansipan – The Roof of Indochina. Nearby handbook content: Fansipan – The Roof of Indochina | ""Reach the highest point in Indochina with comfort, preparation, and unforgettable views."" | Editor's Introduction. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-054,ready_for_generation,icon_set,8,Fansipan – The Roof of Indochina,614,[Icon Set Placeholder],"Fansipan is the signature highlight of this itinerary. Modern transportation allows travelers to enjoy Vietnam's highest peak while minimizing strenuous climbing, making it suitable for a wide range of visitors. | Quick Facts | Introduction to Fansipan","Vietnam Adventure 2026 travel handbook. Context: Chapter 8: Fansipan – The Roof of Indochina. Nearby handbook content: Fansipan is the signature highlight of this itinerary. Modern transportation allows travelers to enjoy Vietnam's highest peak while minimizing strenuous climbing, making it suitable for a wide range of visitors. | Quick Facts | Introduction to Fansipan. Create a cohesive set of six simple line icons for this chapter. Use one-color teal and navy styling, no text, clear at small print size.",False,Create as a consistent monochrome icon set.
ASSET-055,ready_for_generation,hero_image,8,Fansipan – The Roof of Indochina,630,[Hero Image Placeholder – Full-width chapter opener],"Senior-Friendly Advice | Use the complete railway, cable car, and Peak Rail combination to reduce strenuous walking. | CHAPTER 8 – Block 1B","Vietnam Adventure 2026 travel handbook. Context: Chapter 8: Fansipan – The Roof of Indochina. Nearby handbook content: Senior-Friendly Advice | Use the complete railway, cable car, and Peak Rail combination to reduce strenuous walking. | CHAPTER 8 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-056,ready_for_generation,hero_image,8,Fansipan – The Roof of Indochina,649,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Plan transportation costs before departure. | CHAPTER 8 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 8: Fansipan – The Roof of Indochina. Nearby handbook content: Budget Tip | Plan transportation costs before departure. | CHAPTER 8 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-057,ready_for_generation,hero_image,8,Fansipan – The Roof of Indochina,671,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Use handrails and take breaks between summit attractions. | CHAPTER 8 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 8: Fansipan – The Roof of Indochina. Nearby handbook content: Senior-Friendly Advice | Use handrails and take breaks between summit attractions. | CHAPTER 8 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-058,ready_for_generation,hero_image,9,Food & Coffee in Sa Pa,710,[Hero Image Placeholder – Full-width chapter opener],"CHAPTER 9 | Food & Coffee in Sa Pa | ""The flavors of Sa Pa are best enjoyed slowly, surrounded by cool mountain air.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 9: Food & Coffee in Sa Pa. Nearby handbook content: CHAPTER 9 | Food & Coffee in Sa Pa | ""The flavors of Sa Pa are best enjoyed slowly, surrounded by cool mountain air."". Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-059,ready_for_generation,navigation_panel,9,Food & Coffee in Sa Pa,714,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"Food & Coffee in Sa Pa | ""The flavors of Sa Pa are best enjoyed slowly, surrounded by cool mountain air."" | Editor's Introduction","Vietnam Adventure 2026 travel handbook. Context: Chapter 9: Food & Coffee in Sa Pa. Nearby handbook content: Food & Coffee in Sa Pa | ""The flavors of Sa Pa are best enjoyed slowly, surrounded by cool mountain air."" | Editor's Introduction. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-060,ready_for_generation,icon_set,9,Food & Coffee in Sa Pa,717,[Icon Set Placeholder],Sa Pa's culinary scene reflects its cool mountain climate and local traditions. This chapter introduces the region's signature dishes and coffee culture while encouraging relaxed dining experiences between sightseeing activities. | Quick Facts | Introduction to Sa Pa Cuisine,"Vietnam Adventure 2026 travel handbook. Context: Chapter 9: Food & Coffee in Sa Pa. Nearby handbook content: Sa Pa's culinary scene reflects its cool mountain climate and local traditions. This chapter introduces the region's signature dishes and coffee culture while encouraging relaxed dining experiences between sightseeing activities. | Quick Facts | Introduction to Sa Pa Cuisine. Create a cohesive set of six simple line icons for this chapter. Use one-color teal and navy styling, no text, clear at small print size.",False,Create as a consistent monochrome icon set.
ASSET-061,ready_for_generation,hero_image,9,Food & Coffee in Sa Pa,733,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Choose restaurants with comfortable seating and allow time to rest between meals. | CHAPTER 9 – Block 1B,"Vietnam Adventure 2026 travel handbook. Context: Chapter 9: Food & Coffee in Sa Pa. Nearby handbook content: Senior-Friendly Advice | Choose restaurants with comfortable seating and allow time to rest between meals. | CHAPTER 9 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-062,ready_for_generation,hero_image,9,Food & Coffee in Sa Pa,753,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Shared hotpot meals can offer good value for groups. | CHAPTER 9 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 9: Food & Coffee in Sa Pa. Nearby handbook content: Budget Tip | Shared hotpot meals can offer good value for groups. | CHAPTER 9 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-063,ready_for_generation,travel_budget_planner,9,Food & Coffee in Sa Pa,764,[Travel Planner / Budget Planner Placeholder],Restaurant Comparison | Budget Planner | Food Safety Checklist,"Vietnam Adventure 2026 travel handbook. Context: Chapter 9: Food & Coffee in Sa Pa. Nearby handbook content: Restaurant Comparison | Budget Planner | Food Safety Checklist. Create a printable trip-and-budget planning worksheet with realistic empty fields for dates, transport, accommodation, meals, activities, and contingency.",False,Create as a printable planning worksheet.
ASSET-064,ready_for_generation,hero_image,9,Food & Coffee in Sa Pa,781,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Carry cash for smaller cafés and local eateries. | CHAPTER 9 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 9: Food & Coffee in Sa Pa. Nearby handbook content: Budget Tip | Carry cash for smaller cafés and local eateries. | CHAPTER 9 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-065,ready_for_generation,hero_image,10,Returning to Hanoi,815,[Hero Image Placeholder – Full-width chapter opener],"CHAPTER 10 | Returning to Hanoi | ""Every memorable journey includes a thoughtful return.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 10: Returning to Hanoi. Nearby handbook content: CHAPTER 10 | Returning to Hanoi | ""Every memorable journey includes a thoughtful return."". Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-066,ready_for_generation,navigation_panel,10,Returning to Hanoi,819,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"Returning to Hanoi | ""Every memorable journey includes a thoughtful return."" | Editor's Introduction","Vietnam Adventure 2026 travel handbook. Context: Chapter 10: Returning to Hanoi. Nearby handbook content: Returning to Hanoi | ""Every memorable journey includes a thoughtful return."" | Editor's Introduction. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-067,ready_for_generation,icon_set,10,Returning to Hanoi,822,[Icon Set Placeholder],The return from Sa Pa to Hanoi marks the transition from mountain landscapes to Vietnam's historic capital. A calm departure and organized transfer help ensure a smooth continuation of the itinerary. | Quick Facts | Departure from Sa Pa,"Vietnam Adventure 2026 travel handbook. Context: Chapter 10: Returning to Hanoi. Nearby handbook content: The return from Sa Pa to Hanoi marks the transition from mountain landscapes to Vietnam's historic capital. A calm departure and organized transfer help ensure a smooth continuation of the itinerary. | Quick Facts | Departure from Sa Pa. Create a cohesive set of six simple line icons for this chapter. Use one-color teal and navy styling, no text, clear at small print size.",False,Create as a consistent monochrome icon set.
ASSET-068,ready_for_generation,timeline_graphic,10,Returning to Hanoi,826,[Timeline Graphic Placeholder],"Departure from Sa Pa | Begin the day with a relaxed breakfast, complete hotel check-out, and allow sufficient time to reach the HK Buslines boarding point. Keep passports, valuables, and essential travel documents in your day bag. | Departure from Sa Pa Timeline","Vietnam Adventure 2026 travel handbook. Context: Chapter 10: Returning to Hanoi. Nearby handbook content: Departure from Sa Pa | Begin the day with a relaxed breakfast, complete hotel check-out, and allow sufficient time to reach the HK Buslines boarding point. Keep passports, valuables, and essential travel documents in your day bag. | Departure from Sa Pa Timeline. Create a clean horizontal travel timeline showing the sequence of events already described in the nearby content. Use short labels and restrained colors.",False,Create as a clean horizontal itinerary timeline.
ASSET-069,ready_for_generation,hero_image,10,Returning to Hanoi,846,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Allow extra time for boarding and minimize heavy lifting. | CHAPTER 10 – Block 1B,"Vietnam Adventure 2026 travel handbook. Context: Chapter 10: Returning to Hanoi. Nearby handbook content: Senior-Friendly Advice | Allow extra time for boarding and minimize heavy lifting. | CHAPTER 10 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-070,ready_for_generation,timeline_graphic,10,Returning to Hanoi,851,[Timeline Graphic Placeholder],"Arrival at Hanoi Old Quarter Drop-off Point | After arriving, collect all luggage before leaving the coach. Verify passports, phones, wallets, chargers, and souvenirs before continuing to the hotel. | Arrival in Hanoi Timeline","Vietnam Adventure 2026 travel handbook. Context: Chapter 10: Returning to Hanoi. Nearby handbook content: Arrival at Hanoi Old Quarter Drop-off Point | After arriving, collect all luggage before leaving the coach. Verify passports, phones, wallets, chargers, and souvenirs before continuing to the hotel. | Arrival in Hanoi Timeline. Create a clean horizontal travel timeline showing the sequence of events already described in the nearby content. Use short labels and restrained colors.",False,Create as a clean horizontal itinerary timeline.
ASSET-071,ready_for_generation,hero_image,10,Returning to Hanoi,871,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Walking can save transport costs when luggage is light. | CHAPTER 10 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 10: Returning to Hanoi. Nearby handbook content: Budget Tip | Walking can save transport costs when luggage is light. | CHAPTER 10 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-072,ready_for_generation,hero_image,10,Returning to Hanoi,893,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Walking is the most economical option within the Old Quarter. | CHAPTER 10 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 10: Returning to Hanoi. Nearby handbook content: Budget Tip | Walking is the most economical option within the Old Quarter. | CHAPTER 10 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-073,ready_for_generation,hero_image,11,Exploring Hanoi,933,[Hero Image Placeholder – Full-width chapter opener],"CHAPTER 11 | Exploring Hanoi | ""Every street in Hanoi tells a story waiting to be discovered on foot.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 11: Exploring Hanoi. Nearby handbook content: CHAPTER 11 | Exploring Hanoi | ""Every street in Hanoi tells a story waiting to be discovered on foot."". Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-074,ready_for_generation,navigation_panel,11,Exploring Hanoi,937,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"Exploring Hanoi | ""Every street in Hanoi tells a story waiting to be discovered on foot."" | Editor's Introduction","Vietnam Adventure 2026 travel handbook. Context: Chapter 11: Exploring Hanoi. Nearby handbook content: Exploring Hanoi | ""Every street in Hanoi tells a story waiting to be discovered on foot."" | Editor's Introduction. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-075,ready_for_generation,icon_set,11,Exploring Hanoi,940,[Icon Set Placeholder],Hanoi blends centuries of history with vibrant daily life. This chapter introduces a relaxed walking itinerary focused on the city's most iconic cultural landmarks while maintaining a comfortable pace. | Quick Facts | Introduction to Hanoi,"Vietnam Adventure 2026 travel handbook. Context: Chapter 11: Exploring Hanoi. Nearby handbook content: Hanoi blends centuries of history with vibrant daily life. This chapter introduces a relaxed walking itinerary focused on the city's most iconic cultural landmarks while maintaining a comfortable pace. | Quick Facts | Introduction to Hanoi. Create a cohesive set of six simple line icons for this chapter. Use one-color teal and navy styling, no text, clear at small print size.",False,Create as a consistent monochrome icon set.
ASSET-076,ready_for_generation,hero_image,11,Exploring Hanoi,956,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Plan regular rest breaks and use Grab whenever walking becomes tiring. | CHAPTER 11 – Block 1B,"Vietnam Adventure 2026 travel handbook. Context: Chapter 11: Exploring Hanoi. Nearby handbook content: Senior-Friendly Advice | Plan regular rest breaks and use Grab whenever walking becomes tiring. | CHAPTER 11 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-077,ready_for_generation,hero_image,11,Exploring Hanoi,972,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Use Grab between attractions if additional walking becomes tiring. | CHAPTER 11 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 11: Exploring Hanoi. Nearby handbook content: Senior-Friendly Advice | Use Grab between attractions if additional walking becomes tiring. | CHAPTER 11 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-078,ready_for_generation,travel_budget_planner,11,Exploring Hanoi,978,[Travel Planner / Budget Planner Placeholder],Weather & Clothing | Photography Planning | Budget Estimates,"Vietnam Adventure 2026 travel handbook. Context: Chapter 11: Exploring Hanoi. Nearby handbook content: Weather & Clothing | Photography Planning | Budget Estimates. Create a printable trip-and-budget planning worksheet with realistic empty fields for dates, transport, accommodation, meals, activities, and contingency.",False,Create as a printable planning worksheet.
ASSET-079,ready_for_generation,hero_image,11,Exploring Hanoi,990,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Track expenses as you go. | CHAPTER 11 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 11: Exploring Hanoi. Nearby handbook content: Budget Tip | Track expenses as you go. | CHAPTER 11 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-080,ready_for_generation,hero_image,12,Ninh Bình Day Trip (Optional),1030,[Hero Image Placeholder – Full-width chapter opener],"CHAPTER 12 | Ninh Bình Day Trip (Optional) | ""Some journeys are unforgettable because they remain an option, not an obligation.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 12: Ninh Bình Day Trip (Optional). Nearby handbook content: CHAPTER 12 | Ninh Bình Day Trip (Optional) | ""Some journeys are unforgettable because they remain an option, not an obligation."". Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-081,ready_for_generation,navigation_panel,12,Ninh Bình Day Trip (Optional),1034,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"Ninh Bình Day Trip (Optional) | ""Some journeys are unforgettable because they remain an option, not an obligation."" | Editor's Introduction","Vietnam Adventure 2026 travel handbook. Context: Chapter 12: Ninh Bình Day Trip (Optional). Nearby handbook content: Ninh Bình Day Trip (Optional) | ""Some journeys are unforgettable because they remain an option, not an obligation."" | Editor's Introduction. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-082,ready_for_generation,icon_set,12,Ninh Bình Day Trip (Optional),1037,[Icon Set Placeholder],"Ninh Bình offers dramatic limestone landscapes, tranquil rivers, and historic sites. Within this handbook it is presented as an optional full-day excursion that complements—rather than replaces—the core Hanoi and Sa Pa itinerary. | Quick Facts | Introduction to Ninh Bình","Vietnam Adventure 2026 travel handbook. Context: Chapter 12: Ninh Bình Day Trip (Optional). Nearby handbook content: Ninh Bình offers dramatic limestone landscapes, tranquil rivers, and historic sites. Within this handbook it is presented as an optional full-day excursion that complements—rather than replaces—the core Hanoi and Sa Pa itinerary. | Quick Facts | Introduction to Ninh Bình. Create a cohesive set of six simple line icons for this chapter. Use one-color teal and navy styling, no text, clear at small print size.",False,Create as a consistent monochrome icon set.
ASSET-083,ready_for_generation,hero_image,12,Ninh Bình Day Trip (Optional),1053,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Skip the optional Múa Cave climb if comfort or mobility is a concern. | CHAPTER 12 – Block 1B,"Vietnam Adventure 2026 travel handbook. Context: Chapter 12: Ninh Bình Day Trip (Optional). Nearby handbook content: Senior-Friendly Advice | Skip the optional Múa Cave climb if comfort or mobility is a concern. | CHAPTER 12 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-084,ready_for_generation,route_map,12,Ninh Bình Day Trip (Optional),1059,[Map / Route Diagram Placeholder],Suggested Day Itinerary | 07:00 Depart Hanoi → 09:30 Tràng An or Tam Cốc → 12:30 Lunch → 14:00 Hoa Lư → 16:00 Múa Cave (optional climb) → 19:00 Return to Hanoi | Route Overview,Vietnam Adventure 2026 travel handbook. Context: Chapter 12: Ninh Bình Day Trip (Optional). Nearby handbook content: Suggested Day Itinerary | 07:00 Depart Hanoi → 09:30 Tràng An or Tam Cốc → 12:30 Lunch → 14:00 Hoa Lư → 16:00 Múa Cave (optional climb) → 19:00 Return to Hanoi | Route Overview. Create a simplified editorial route diagram showing only the locations and movement stated in the nearby content. Do not invent geography or routes.,False,"Create as a simplified route diagram, not a navigation map."
ASSET-085,ready_for_generation,hero_image,12,Ninh Bình Day Trip (Optional),1072,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Carry cash for small purchases during the excursion. | CHAPTER 12 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 12: Ninh Bình Day Trip (Optional). Nearby handbook content: Budget Tip | Carry cash for small purchases during the excursion. | CHAPTER 12 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-086,ready_for_generation,travel_budget_planner,12,Ninh Bình Day Trip (Optional),1079,[Travel Planner / Budget Planner Placeholder],Hoa Lư Ancient Capital | Múa Cave Viewpoint | Budget Planning,"Vietnam Adventure 2026 travel handbook. Context: Chapter 12: Ninh Bình Day Trip (Optional). Nearby handbook content: Hoa Lư Ancient Capital | Múa Cave Viewpoint | Budget Planning. Create a printable trip-and-budget planning worksheet with realistic empty fields for dates, transport, accommodation, meals, activities, and contingency.",False,Create as a printable planning worksheet.
ASSET-087,ready_for_generation,hero_image,12,Ninh Bình Day Trip (Optional),1093,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Carry cash for small purchases and entrance fees. | CHAPTER 12 – Block 3,"Vietnam Adventure 2026 travel handbook. Context: Chapter 12: Ninh Bình Day Trip (Optional). Nearby handbook content: Budget Tip | Carry cash for small purchases and entrance fees. | CHAPTER 12 – Block 3. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-088,ready_for_generation,hero_image,13,Food & Coffee in Hanoi,1133,[Hero Image Placeholder – Full-width chapter opener],"CHAPTER 13 | Food & Coffee in Hanoi | ""The best way to understand Hanoi is one memorable meal and one unforgettable cup of coffee at a time.""","Vietnam Adventure 2026 travel handbook. Context: Chapter 13: Food & Coffee in Hanoi. Nearby handbook content: CHAPTER 13 | Food & Coffee in Hanoi | ""The best way to understand Hanoi is one memorable meal and one unforgettable cup of coffee at a time."". Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-089,ready_for_generation,navigation_panel,13,Food & Coffee in Hanoi,1137,[Navigation Panel Placeholder | Chapter Overview | Key Stops | QR],"Food & Coffee in Hanoi | ""The best way to understand Hanoi is one memorable meal and one unforgettable cup of coffee at a time."" | Editor's Introduction","Vietnam Adventure 2026 travel handbook. Context: Chapter 13: Food & Coffee in Hanoi. Nearby handbook content: Food & Coffee in Hanoi | ""The best way to understand Hanoi is one memorable meal and one unforgettable cup of coffee at a time."" | Editor's Introduction. Create concise content for a polished navigation panel with three labeled areas: Chapter Overview, Key Stops, and QR Destination. Use only facts established in the nearby content; mark uncertain facts as review-needed.",False,Create as a structured Word callout panel.
ASSET-090,ready_for_generation,icon_set,13,Food & Coffee in Hanoi,1140,[Icon Set Placeholder],"Hanoi is celebrated for its rich culinary traditions, vibrant cafés, and authentic local flavors. This chapter introduces the city's signature dishes and coffee culture while encouraging a relaxed dining pace. | Quick Facts | Introduction to Hanoi Cuisine","Vietnam Adventure 2026 travel handbook. Context: Chapter 13: Food & Coffee in Hanoi. Nearby handbook content: Hanoi is celebrated for its rich culinary traditions, vibrant cafés, and authentic local flavors. This chapter introduces the city's signature dishes and coffee culture while encouraging a relaxed dining pace. | Quick Facts | Introduction to Hanoi Cuisine. Create a cohesive set of six simple line icons for this chapter. Use one-color teal and navy styling, no text, clear at small print size.",False,Create as a consistent monochrome icon set.
ASSET-091,ready_for_generation,hero_image,13,Food & Coffee in Hanoi,1153,[Hero Image Placeholder – Full-width chapter opener],Senior-Friendly Advice | Enjoy breakfast at a relaxed pace and stay hydrated. | CHAPTER 13 – Block 1B,"Vietnam Adventure 2026 travel handbook. Context: Chapter 13: Food & Coffee in Hanoi. Nearby handbook content: Senior-Friendly Advice | Enjoy breakfast at a relaxed pace and stay hydrated. | CHAPTER 13 – Block 1B. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
ASSET-092,ready_for_generation,hero_image,13,Food & Coffee in Hanoi,1174,[Hero Image Placeholder – Full-width chapter opener],Budget Tip | Carry small cash for local eateries and cafés. | CHAPTER 13 – Block 2,"Vietnam Adventure 2026 travel handbook. Context: Chapter 13: Food & Coffee in Hanoi. Nearby handbook content: Budget Tip | Carry small cash for local eateries and cafés. | CHAPTER 13 – Block 2. Create a premium documentary travel-photography hero image, landscape 16:9, authentic Vietnam setting relevant to the context, warm natural light, sophisticated editorial composition, no text, no logos, no watermarks, no collage.",False,Create as a 16:9 editorial travel image.
